7.000000000000000666e-02,7.000000000000000666e-02
7.021427478217773244e-02,6.978572521782225313e-02
7.042854956435548597e-02,6.957145043564452735e-02
7.064282434653322562e-02,6.935717565346678770e-02
7.085709912871096527e-02,6.914290087128903417e-02
7.107137391088873268e-02,6.892862608911130839e-02
7.128564869306645846e-02,6.871435130693355486e-02
7.149992347524419811e-02,6.850007652475581521e-02
7.171419825742193777e-02,6.828580174257808943e-02
7.192847303959967742e-02,6.807152696040033590e-02
7.214274782177741707e-02,6.785725217822259625e-02
7.235702260395515673e-02,6.764297739604484272e-02
7.257129738613292413e-02,6.742870261386711694e-02
7.278557216831064991e-02,6.721442783168934954e-02
7.299984695048840344e-02,6.700015304951163764e-02
7.321412173266612922e-02,6.678587826733388411e-02
7.342839651484388275e-02,6.657160348515615833e-02
7.364267129702160852e-02,6.635732870297840480e-02
7.385694607919936205e-02,6.614305392080066515e-02
7.407122086137710171e-02,6.592877913862291162e-02
7.428549564355484136e-02,6.571450435644518584e-02
7.449977042573258101e-02,6.550022957426743231e-02
7.471404520791032067e-02,6.528595479208967878e-02
7.492831999008806032e-02,6.507168000991193912e-02
7.514259477226581385e-02,6.485740522773421335e-02
7.535686955444355350e-02,6.464313044555647370e-02
7.557114433662127928e-02,6.442885566337872016e-02
7.578541911879903281e-02,6.421458088120098051e-02
7.599969390097677246e-02,6.400030609902324086e-02
7.621396868315451212e-02,6.378603131684550120e-02
7.642824346533226565e-02,6.357175653466776155e-02
7.664251824750999142e-02,6.335748175249002190e-02
7.685679302968773108e-02,6.314320697031228224e-02
7.707106781186548461e-02,6.292893218813452871e-02
7.728534259404322426e-02,6.271465740595678906e-02
7.749961737622097779e-02,6.250038262377906328e-02
7.771389215839870357e-02,6.228610784160130281e-02
7.792816694057645710e-02,6.207183305942357010e-02
7.814244172275418288e-02,6.185755827724582351e-02
7.835671650493192253e-02,6.164328349506807692e-02
7.857099128710967606e-02,6.142900871289033726e-02
7.878526606928741571e-02,6.121473393071260455e-02
7.899954085146514149e-02,6.100045914853485102e-02
7.921381563364289502e-02,6.078618436635711136e-02
7.942809041582063467e-02,6.057190958417936477e-02
7.964236519799837433e-02,6.035763480200162512e-02
7.985663998017612786e-02,6.014336001982389240e-02
8.007091476235386751e-02,5.992908523764614581e-02
8.028518954453160716e-02,5.971481045546840616e-02
8.049946432670933294e-02,5.950053567329065957e-02
8.071373910888708647e-02,5.928626089111291991e-02
8.092801389106482612e-02,5.907198610893518026e-02
8.114228867324256578e-02,5.885771132675743367e-02
8.135656345542030543e-02,5.864343654457969401e-02
8.157083823759804508e-02,5.842916176240195436e-02
8.178511301977579862e-02,5.821488698022421471e-02
8.199938780195353827e-02,5.800061219804646812e-02
8.221366258413127792e-02,5.778633741586872846e-02
8.242793736630901758e-02,5.757206263369098881e-02
8.264221214848675723e-02,5.735778785151324222e-02
8.285648693066449688e-02,5.714351306933550256e-02
