7.199999999999999456e-02,2.982337649086284556e-02
7.178787878787877552e-02,2.962314036469251149e-02
7.157575757575758424e-02,2.942290423852218090e-02
7.136363636363636520e-02,2.922266811235185030e-02
7.115151515151514616e-02,2.902243198618151623e-02
7.093939393939394100e-02,2.882219586001119258e-02
7.072727272727273584e-02,2.862195973384085851e-02
7.051515151515150293e-02,2.842172360767052097e-02
7.030303030303029777e-02,2.822148748150019384e-02
7.009090909090907873e-02,2.802125135532985978e-02
6.987878787878787357e-02,2.782101522915952571e-02
6.966666666666666841e-02,2.762077910298919511e-02
6.945454545454546325e-02,2.742054297681886799e-02
6.924242424242423033e-02,2.722030685064852698e-02
6.903030303030303905e-02,2.702007072447820332e-02
6.881818181818183389e-02,2.681983459830787273e-02
6.860606060606061485e-02,2.661959847213754213e-02
6.839393939393939581e-02,2.641936234596721153e-02
6.818181818181819065e-02,2.621912621979687399e-02
6.796969696969697161e-02,2.601889009362653993e-02
6.775757575757576645e-02,2.581865396745621280e-02
6.754545454545454741e-02,2.561841784128587526e-02
6.733333333333332837e-02,2.541818171511554467e-02
6.712121212121210934e-02,2.521794558894521060e-02
6.690909090909091805e-02,2.501770946277488694e-02
6.669696969696969902e-02,2.481747333660454941e-02
6.648484848484849385e-02,2.461723721043422228e-02
6.627272727272727482e-02,2.441700108426388821e-02
6.606060606060605578e-02,2.421676495809355761e-02
6.584848484848485062e-02,2.401652883192322355e-02
6.563636363636363158e-02,2.381629270575289642e-02
6.542424242424242642e-02,2.361605657958255888e-02
6.521212121212122126e-02,2.341582045341222829e-02
6.500000000000000222e-02,2.321558432724189769e-02
6.478787878787879706e-02,2.301534820107156709e-02
6.457575757575759190e-02,2.281511207490123649e-02
6.436363636363635898e-02,2.261487594873090243e-02
6.415151515151515382e-02,2.241463982256056836e-02
6.393939393939393478e-02,2.221440369639023776e-02
6.372727272727272962e-02,2.201416757021990717e-02
6.351515151515151059e-02,2.181393144404957310e-02
6.330303030303030543e-02,2.161369531787924597e-02
6.309090909090908639e-02,2.141345919170890844e-02
6.287878787878786735e-02,2.121322306553857437e-02
6.266666666666666219e-02,2.101298693936824377e-02
6.245454545454545009e-02,2.081275081319791317e-02
6.224242424242424493e-02,2.061251468702758258e-02
6.203030303030302589e-02,2.041227856085724851e-02
6.181818181818181379e-02,2.021204243468692138e-02
6.160606060606059475e-02,2.001180630851658385e-02
6.139393939393938959e-02,1.981157018234625325e-02
6.118181818181817749e-02,1.961133405617592265e-02
6.096969696969697233e-02,1.941109793000559205e-02
6.075757575757575329e-02,1.921086180383526146e-02
6.054545454545454120e-02,1.901062567766492739e-02
6.033333333333332910e-02,1.881038955149459679e-02
6.012121212121211700e-02,1.861015342532426273e-02
5.990909090909090490e-02,1.840991729915393213e-02
5.969696969696969280e-02,1.820968117298360153e-02
5.948484848484848070e-02,1.800944504681327094e-02
5.927272727272727554e-02,1.780920892064293687e-02
5.906060606060605650e-02,1.760897279447260627e-02
5.884848484848484440e-02,1.740873666830227567e-02
5.863636363636363230e-02,1.720850054213194161e-02
5.842424242424242020e-02,1.700826441596160754e-02
5.821212121212120810e-02,1.680802828979128041e-02
5.799999999999999600e-02,1.660779216362094635e-02
5.778787878787879084e-02,1.640755603745061575e-02
5.757575757575757180e-02,1.620731991128028168e-02
5.736363636363635971e-02,1.600708378510995109e-02
5.715151515151514761e-02,1.580684765893962049e-02
5.693939393939393551e-02,1.560661153276928642e-02
5.672727272727272341e-02,1.540637540659895582e-02
5.651515151515151131e-02,1.520613928042862349e-02
5.630303030303029921e-02,1.500590315425829289e-02
5.609090909090908711e-02,1.480566702808796056e-02
5.587878787878787501e-02,1.460543090191762823e-02
5.566666666666666291e-02,1.440519477574729763e-02
5.545454545454545081e-02,1.420495864957696530e-02
5.524242424242423871e-02,1.400472252340663297e-02
5.503030303030302661e-02,1.380448639723630064e-02
5.481818181818181451e-02,1.360425027106597004e-02
5.460606060606060241e-02,1.340401414489563597e-02
5.439393939393939031e-02,1.320377801872530538e-02
5.418181818181817822e-02,1.300354189255497478e-02
5.396969696969696612e-02,1.280330576638464071e-02
